Name,Team,Position,PositionExp,PositionGrp,Side,Age,Height,Weight,Years,Playtime,College,Jersey
Michael Ola,Detroit,OT,Offensive Tackle,Offensive Line,Offense,28,76,312,3,1-4 Yrs,Hampton,74
Riley Reiff,Detroit,OT,Offensive Tackle,Offensive Line,Offense,27,78,308,5,5-8 Yrs,Iowa,71
Corey Robinson,Detroit,OT,Offensive Tackle,Offensive Line,Offense,24,79,316,2,1-4 Yrs,South Carolina,70
Taylor Decker,Detroit,OT,Offensive Tackle,Offensive Line,Offense,21,79,320,0,Rookie,Ohio State,68
Luke Marquardt,Detroit,OT,Offensive Tackle,Offensive Line,Offense,26,80,315,1,1-4 Yrs,Azusa Pacific,NA
Cornelius Lucas,Detroit,OT,Offensive Tackle,Offensive Line,Offense,25,81,328,3,1-4 Yrs,Kansas State,77
Sam Martin,Detroit,P,Punter,Special Teams,Special Teams,26,73,211,4,1-4 Yrs,Appalachian State,6
Matt Prater,Detroit,PK,Place Kicker,Special Teams,Special Teams,31,70,211,10,9-12 Yrs,UCF,5
Devon Bell,Detroit,PK,Place Kicker,Special Teams,Special Teams,23,74,194,0,Rookie,Mississippi State,NA
Matthew Stafford,Detroit,QB,Quarterback,QB,Offense,28,75,226,8,5-8 Yrs,Georgia,9
Jake Rudock,Detroit,QB,Quarterback,QB,Offense,23,75,207,0,Rookie,Michigan,15
Dan Orlovsky,Detroit,QB,Quarterback,QB,Offense,32,77,215,11,9-12 Yrs,Connecticut,8
Ameer Abdullah,Detroit,RB,Running Back,Tailback,Offense,23,68,203,2,1-4 Yrs,Nebraska,21
Theo Riddick,Detroit,RB,Running Back,Tailback,Offense,25,69,200,4,1-4 Yrs,Notre Dame,25
Stevan Ridley,Detroit,RB,Running Back,Tailback,Offense,27,71,220,6,5-8 Yrs,LSU,NA
George Winn,Detroit,RB,Running Back,Tailback,Offense,25,71,215,3,1-4 Yrs,Cincinnati,38
Zach Zenner,Detroit,RB,Running Back,Tailback,Offense,24,71,222,2,1-4 Yrs,South Dakota State,34
Dwayne Washington,Detroit,RB,Running Back,Tailback,Offense,22,74,226,0,Rookie,Washington,12
Rafael Bush,Detroit,S,Safety,Defensive Back,Defense,29,71,205,6,5-8 Yrs,South Carolina State,25
Isaiah Johnson,Detroit,S,Safety,Defensive Back,Defense,24,73,202,2,1-4 Yrs,Georgia Tech,43
Miles Killebrew,Detroit,S,Safety,Defensive Back,Defense,23,74,217,0,Rookie,Southern Utah,28
Don Carey,Detroit,SS,Strong Safety,Defensive Back,Defense,29,71,203,8,5-8 Yrs,Norfolk State,26
Orson Charles,Detroit,TE,Tight End,Tight End,Offense,25,75,254,3,1-4 Yrs,Georgia,NA
Matthew Mulligan,Detroit,TE,Tight End,Tight End,Offense,31,76,267,7,5-8 Yrs,Maine,82
Timothy Wright,Detroit,TE,Tight End,Tight End,Offense,26,76,220,4,1-4 Yrs,Rutgers,83
Ben McCord,Detroit,TE,Tight End,Tight End,Offense,24,76,243,0,Rookie,Central Michigan,NA
Eric Ebron,Detroit,TE,Tight End,Tight End,Offense,23,76,255,3,1-4 Yrs,North Carolina,85
Brandon Pettigrew,Detroit,TE,Tight End,Tight End,Offense,31,77,278,8,5-8 Yrs,Oklahoma State,87
Adam Fuehne,Detroit,TE,Tight End,Tight End,Offense,23,79,260,0,Rookie,Southern Illinois,NA
Cole Wick,Detroit,TE,Tight End,Tight End,Offense,22,79,255,0,Rookie,Incarnate Word,NA
Andre Caldwell,Detroit,WR,Wide Receiver,Wide Receiver,Offense,31,72,200,9,9-12 Yrs,Florida,NA
TJ Jones,Detroit,WR,Wide Receiver,Wide Receiver,Offense,24,72,190,2,1-4 Yrs,Notre Dame,13
Jace Billingsley,Detroit,WR,Wide Receiver,Wide Receiver,Offense,NA,69,185,0,Rookie,Eastern Oregon,NA
Jeremy Kerley,Detroit,WR,Wide Receiver,Wide Receiver,Offense,27,69,188,6,5-8 Yrs,TCU,NA
Golden Tate,Detroit,WR,Wide Receiver,Wide Receiver,Offense,27,70,198,7,5-8 Yrs,Notre Dame,15
Andre Roberts,Detroit,WR,Wide Receiver,Wide Receiver,Offense,28,71,187,7,5-8 Yrs,The Citadel,NA
Damian Copeland,Detroit,WR,Wide Receiver,Wide Receiver,Offense,25,73,182,3,1-4 Yrs,Louisville,NA
Ryan Spadola,Detroit,WR,Wide Receiver,Wide Receiver,Offense,25,73,205,1,1-4 Yrs,Lehigh,18
Jay Lee,Detroit,WR,Wide Receiver,Wide Receiver,Offense,23,73,214,0,Rookie,Baylor,NA
Corey Fuller,Detroit,WR,Wide Receiver,Wide Receiver,Offense,26,74,200,3,1-4 Yrs,Virginia Tech,10
Marvin Jones,Detroit,WR,Wide Receiver,Wide Receiver,Offense,26,74,198,5,5-8 Yrs,California,NA
Quinshad Davis,Detroit,WR,Wide Receiver,Wide Receiver,Offense,22,76,205,0,Rookie,North Carolina,NA
Corey Linsley,Green Bay,C,Center,Offensive Line,Offense,24,75,301,3,1-4 Yrs,Ohio State,63
Jacob Flores,Green Bay,C,Center,Offensive Line,Offense,22,75,284,0,Rookie,Dartmouth,57
Randall Jette,Green Bay,CB,Cornerback,Defensive Back,Defense,23,72,191,0,Rookie,Massachusetts,41
Warren Gatewood,Green Bay,CB,Cornerback,Defensive Back,Defense,22,72,174,0,Rookie,Alcorn State,NA
Josh Hawkins,Green Bay,CB,Cornerback,Defensive Back,Defense,23,70,183,0,Rookie,East Carolina,28
Sam Shields,Green Bay,CB,Cornerback,Defensive Back,Defense,28,71,184,7,5-8 Yrs,Miami,37
Demetri Goodson,Green Bay,CB,Cornerback,Defensive Back,Defense,27,71,197,3,1-4 Yrs,Baylor,39
Quinten Rollins,Green Bay,CB,Cornerback,Defensive Back,Defense,24,71,195,2,1-4 Yrs,Miami (OH),24
Makinton Dorleant,Green Bay,CB,Cornerback,Defensive Back,Defense,23,71,185,0,Rookie,Northern Iowa,20
Damarious Randall,Green Bay,CB,Cornerback,Defensive Back,Defense,23,71,196,2,1-4 Yrs,Arizona State,23
Robertson Daniel,Green Bay,CB,Cornerback,Defensive Back,Defense,24,73,210,1,1-4 Yrs,BYU,31
LaDarius Gunter,Green Bay,CB,Cornerback,Defensive Back,Defense,24,74,201,2,1-4 Yrs,Miami,36
Mike Daniels,Green Bay,DE,Defensive End,Front Seven,Defense,27,72,310,5,5-8 Yrs,Iowa,76
Datone Jones,Green Bay,DE,Defensive End,Front Seven,Defense,25,76,285,4,1-4 Yrs,UCLA,95
B.J. McBryde,Green Bay,DE,Defensive End,Front Seven,Defense,24,77,304,2,1-4 Yrs,Connecticut,77
Dean Lowry,Green Bay,DE,Defensive End,Front Seven,Defense,22,77,282,0,Rookie,Northwestern,94
Christian Ringo,Green Bay,DT,Defensive Tackle,Front Seven,Defense,24,73,298,1,1-4 Yrs,Louisiana Lafayette,99
Demetris Anderson,Green Bay,DT,Defensive Tackle,Front Seven,Defense,24,74,304,0,Rookie,UCF,NA
Tyler Kuder,Green Bay,DT,Defensive Tackle,Front Seven,Defense,24,75,305,0,Rookie,Idaho State,90
Brian Price,Green Bay,DT,Defensive Tackle,Front Seven,Defense,22,75,322,0,Rookie,Texas San Antonio,96
Kenny Clark,Green Bay,DT,Defensive Tackle,Front Seven,Defense,20,75,310,0,Rookie,UCLA,97
Letroy Guion,Green Bay,DT,Defensive Tackle,Front Seven,Defense,29,76,322,9,9-12 Yrs,Florida State,98
Mike Pennel,Green Bay,DT,Defensive Tackle,Front Seven,Defense,25,76,332,3,1-4 Yrs,Colorado State-Pueblo,64
Aaron Ripkowski,Green Bay,FB,Fullback,Tailback,Offense,23,73,246,2,1-4 Yrs,Oklahoma,22
Alstevis Squirewell,Green Bay,FB,Fullback,Tailback,Offense,23,73,270,0,Rookie,Newberry,NA
Micah Hyde,Green Bay,FS,Free Safety,Defensive Back,Defense,25,72,197,4,1-4 Yrs,Iowa,33
Ha Ha Clinton-Dix,Green Bay,FS,Free Safety,Defensive Back,Defense,23,73,208,3,1-4 Yrs,Alabama,21
Lane Taylor,Green Bay,G,Guard,Offensive Line,Offense,26,75,324,4,1-4 Yrs,Oklahoma State,65
Lucas Patrick,Green Bay,G,Guard,Offensive Line,Offense,22,76,311,0,Rookie,Duke,NA
Matt Rotheram,Green Bay,G,Guard,Offensive Line,Offense,24,77,325,1,1-4 Yrs,Pittsburgh,74
Sam Barrington,Green Bay,LB,Linebacker,Front Seven,Defense,25,73,240,4,1-4 Yrs,South Florida,58
Joe Thomas,Green Bay,LB,Linebacker,Front Seven,Defense,25,73,227,2,1-4 Yrs,South Carolina State,48
Carl Bradford,Green Bay,LB,Linebacker,Front Seven,Defense,23,73,245,2,1-4 Yrs,Arizona State,54
Beniquez Brown,Green Bay,LB,Linebacker,Front Seven,Defense,23,73,229,0,Rookie,Mississippi State,43
Manoa Pikula,Green Bay,LB,Linebacker,Front Seven,Defense,23,73,236,0,Rookie,BYU,45
Jake Ryan,Green Bay,LB,Linebacker,Front Seven,Defense,24,74,240,2,1-4 Yrs,Michigan,47
Blake Martinez,Green Bay,LB,Linebacker,Front Seven,Defense,22,74,237,0,Rookie,Stanford,4
Clay Matthews,Green Bay,LB,Linebacker,Front Seven,Defense,30,75,255,8,5-8 Yrs,USC,52
Nick Perry,Green Bay,LB,Linebacker,Front Seven,Defense,26,75,265,5,5-8 Yrs,USC,53
Lerentee McCray,Green Bay,LB,Linebacker,Front Seven,Defense,25,75,249,4,1-4 Yrs,Florida,55
Jayrone Elliott,Green Bay,LB,Linebacker,Front Seven,Defense,24,75,255,3,1-4 Yrs,Toledo,91
Reggie Gilbert,Green Bay,LB,Linebacker,Front Seven,Defense,23,76,262,0,Rookie,Arizona,46
Kyler Fackrell,Green Bay,LB,Linebacker,Front Seven,Defense,24,77,245,0,Rookie,Utah State,9
Julius Peppers,Green Bay,LB,Linebacker,Front Seven,Defense,36,79,287,15,13+ Yrs,North Carolina,56
Rick Lovato,Green Bay,LS,Long Snapper (pre-1970 this may indicate Left Safety),Special Teams,Special Teams,23,74,235,1,1-4 Yrs,Old Dominion,59
Josh Sitton,Green Bay,OG,Offensive Guard,Offensive Line,Offense,30,75,318,9,9-12 Yrs,UCF,71
T.J. Lang,Green Bay,OG,Offensive Guard,Offensive Line,Offense,28,76,318,8,5-8 Yrs,Eastern Michigan,70
Josh Walker,Green Bay,OG,Offensive Guard,Offensive Line,Offense,25,77,328,2,1-4 Yrs,Middle Tennessee,79
Don Barclay,Green Bay,OT,Offensive Tackle,Offensive Line,Offense,27,76,305,5,5-8 Yrs,West Virginia,67
JC Tretter,Green Bay,OT,Offensive Tackle,Offensive Line,Offense,25,76,307,4,1-4 Yrs,Cornell,73
David Bakhtiari,Green Bay,OT,Offensive Tackle,Offensive Line,Offense,24,76,310,4,1-4 Yrs,Colorado,69
Bryan Bulaga,Green Bay,OT,Offensive Tackle,Offensive Line,Offense,27,77,314,7,5-8 Yrs,Iowa,75
Jason Spriggs,Green Bay,OT,Offensive Tackle,Offensive Line,Offense,22,77,301,0,Rookie,Indiana,78
Josh James,Green Bay,OT,Offensive Tackle,Offensive Line,Offense,23,78,315,0,Rookie,Carroll (MT),72
Kyle Murphy,Green Bay,OT,Offensive Tackle,Offensive Line,Offense,22,78,305,0,Rookie,Stanford,78
Tim Masthay,Green Bay,P,Punter,Special Teams,Special Teams,29,73,200,7,5-8 Yrs,Kentucky,8
Peter Mortell,Green Bay,P,Punter,Special Teams,Special Teams,23,74,200,0,Rookie,Minnesota,1
Mason Crosby,Green Bay,PK,Place Kicker,Special Teams,Special Teams,31,73,207,10,9-12 Yrs,Colorado,2
Joe Callahan,Green Bay,QB,Quarterback,QB,Offense,23,73,215,0,Rookie,null,6
Aaron Rodgers,Green Bay,QB,Quarterback,QB,Offense,32,74,225,12,9-12 Yrs,California,12
Marquise Williams,Green Bay,QB,Quarterback,QB,Offense,23,74,216,0,Rookie,North Carolina,NA
Brett Hundley,Green Bay,QB,Quarterback,QB,Offense,23,75,226,2,1-4 Yrs,UCLA,7
John Crockett,Green Bay,RB,Running Back,Tailback,Offense,24,72,217,1,1-4 Yrs,North Dakota State,38
Brandon Burks,Green Bay,RB,Running Back,Tailback,Offense,22,69,194,0,Rookie,Troy,NA
Brandon Ross,Green Bay,RB,Running Back,Tailback,Offense,NA,70,205,0,Rookie,Maryland,NA
Don Jackson,Green Bay,RB,Running Back,Tailback,Offense,22,70,209,0,Rookie,Nevada,26
Eddie Lacy,Green Bay,RB,Running Back,Tailback,Offense,26,71,234,4,1-4 Yrs,Alabama,27
James Starks,Green Bay,RB,Running Back,Tailback,Offense,30,74,218,7,5-8 Yrs,Buffalo,44
Jermaine Whitehead,Green Bay,S,Safety,Defensive Back,Defense,23,71,197,1,1-4 Yrs,Auburn,NA
Kentrell Brice,Green Bay,S,Safety,Defensive Back,Defense,21,71,201,0,Rookie,Louisiana Tech,29
Marwin Evans,Green Bay,S,Safety,Defensive Back,Defense,23,73,194,0,Rookie,Utah State,25
Chris Banjo,Green Bay,SS,Strong Safety,Defensive Back,Defense,26,70,207,3,1-4 Yrs,SMU,32
Morgan Burnett,Green Bay,SS,Strong Safety,Defensive Back,Defense,27,73,209,7,5-8 Yrs,Georgia Tech,42
Justin Perillo,Green Bay,TE,Tight End,Tight End,Offense,25,75,250,3,1-4 Yrs,Maine,80
Casey Pierce,Green Bay,TE,Tight End,Tight End,Offense,24,75,244,1,1-4 Yrs,Kent State,NA
Kennard Backman,Green Bay,TE,Tight End,Tight End,Offense,23,75,245,2,1-4 Yrs,UAB,86
Richard Rodgers,Green Bay,TE,Tight End,Tight End,Offense,24,76,257,3,1-4 Yrs,California,82
Mitchell Henry,Green Bay,TE,Tight End,Tight End,Offense,23,76,252,1,1-4 Yrs,Western Kentucky,85
Jared Cook,Green Bay,TE,Tight End,Tight End,Offense,29,77,254,8,5-8 Yrs,South Carolina,NA
Ty Montgomery,Green Bay,WR,Wide Receiver,Wide Receiver,Offense,23,72,216,2,1-4 Yrs,Stanford,88
Randall Cobb,Green Bay,WR,Wide Receiver,Wide Receiver,Offense,25,70,192,6,5-8 Yrs,Kentucky,18
Jared Abbrederis,Green Bay,WR,Wide Receiver,Wide Receiver,Offense,25,73,195,3,1-4 Yrs,Wisconsin,84
Davante Adams,Green Bay,WR,Wide Receiver,Wide Receiver,Offense,23,73,215,3,1-4 Yrs,Fresno State,17
Jamel Johnson,Green Bay,WR,Wide Receiver,Wide Receiver,Offense,25,74,227,1,1-4 Yrs,Alabama State,10
Ed Williams,Green Bay,WR,Wide Receiver,Wide Receiver,Offense,25,74,195,1,1-4 Yrs,Fort Hays State,19
Trevor Davis,Green Bay,WR,Wide Receiver,Wide Receiver,Offense,23,74,185,0,Rookie,California,9
Herb Waters,Green Bay,WR,Wide Receiver,Wide Receiver,Offense,23,74,194,0,Rookie,Miami,16
Jordy Nelson,Green Bay,WR,Wide Receiver,Wide Receiver,Offense,31,75,217,9,9-12 Yrs,Kansas State,87
Jeff Janis,Green Bay,WR,Wide Receiver,Wide Receiver,Offense,25,75,219,3,1-4 Yrs,Saginaw Valley,83
Geronimo Allison,Green Bay,WR,Wide Receiver,Wide Receiver,Offense,22,76,200,0,Rookie,Illinois,81
Jonathan Weeks,Houston,C,Center,Offensive Line,Offense,30,70,246,7,5-8 Yrs,Baylor,46
Greg Mancz,Houston,C,Center,Offensive Line,Offense,24,76,301,2,1-4 Yrs,Toledo,65
Nick Martin,Houston,C,Center,Offensive Line,Offense,23,76,296,0,Rookie,Notre Dame,72
Tony Bergstrom,Houston,C,Center,Offensive Line,Offense,29,77,315,5,5-8 Yrs,Utah,68
Dalton Freeman,Houston,C,Center,Offensive Line,Offense,26,77,291,2,1-4 Yrs,Clemson,64
A.J. Bouye,Houston,CB,Cornerback,Defensive Back,Defense,24,72,191,4,1-4 Yrs,UCF,21
Robert Nelson,Houston,CB,Cornerback,Defensive Back,Defense,26,69,175,2,1-4 Yrs,Arizona State,32
Richard Leonard,Houston,CB,Cornerback,Defensive Back,Defense,24,69,170,0,Rookie,Florida Intl,NA
Kareem Jackson,Houston,CB,Cornerback,Defensive Back,Defense,28,70,188,7,5-8 Yrs,Alabama,25
Duke Thomas,Houston,CB,Cornerback,Defensive Back,Defense,NA,71,178,0,Rookie,Texas,NA
Johnathan Joseph,Houston,CB,Cornerback,Defensive Back,Defense,32,71,188,11,9-12 Yrs,South Carolina,24
Terrance Mitchell,Houston,CB,Cornerback,Defensive Back,Defense,24,71,190,3,1-4 Yrs,Oregon,NA
Kevin Johnson,Houston,CB,Cornerback,Defensive Back,Defense,23,71,188,2,1-4 Yrs,Wake Forest,30
Cleveland Wallace III,Houston,CB,Cornerback,Defensive Back,Defense,22,71,188,0,Rookie,San Jose State,NA
Charles James II,Houston,DB,Defensive Back,Defensive Back,Defense,26,69,179,3,1-4 Yrs,Charleston Southern,31
Eddie Pleasant,Houston,DB,Defensive Back,Defensive Back,Defense,27,70,210,4,1-4 Yrs,Oregon,35
Andre Hal,Houston,DB,Defensive Back,Defensive Back,Defense,24,70,188,3,1-4 Yrs,Vanderbilt,29
Jeoffrey Pagan,Houston,DE,Defensive End,Front Seven,Defense,23,75,310,3,1-4 Yrs,Alabama,97
Eric Lee,Houston,DE,Defensive End,Front Seven,Defense,21,75,229,0,Rookie,South Florida,NA
Dan Pettinato,Houston,DE,Defensive End,Front Seven,Defense,24,76,277,1,1-4 Yrs,Arizona,96
Brennan Scarlett,Houston,DE,Defensive End,Front Seven,Defense,22,76,264,0,Rookie,Stanford,NA
J.J. Watt,Houston,DE,Defensive End,Front Seven,Defense,27,77,289,6,5-8 Yrs,Wisconsin,99
Vince Wilfork,Houston,DT,Defensive Tackle,Front Seven,Defense,34,74,325,13,13+ Yrs,Miami,75
Brandon Dunn,Houston,DT,Defensive Tackle,Front Seven,Defense,23,74,300,2,1-4 Yrs,Louisville,92
Christian Covington,Houston,DT,Defensive Tackle,Front Seven,Defense,22,74,289,2,1-4 Yrs,Rice,95
D.J. Reader,Houston,DT,Defensive Tackle,Front Seven,Defense,22,75,340,0,Rookie,Clemson,48
Ra'Zahn Howard,Houston,DT,Defensive Tackle,Front Seven,Defense,21,75,325,0,Rookie,Purdue,NA
Devon Still,Houston,DT,Defensive Tackle,Front Seven,Defense,27,77,310,3,1-4 Yrs,Penn State,91
Ufomba Kamalu,Houston,DT,Defensive Tackle,Front Seven,Defense,23,77,291,0,Rookie,Miami,NA
Joel Heath,Houston,DT,Defensive Tackle,Front Seven,Defense,23,78,291,0,Rookie,Michigan State,NA
Soma Vainuku,Houston,FB,Fullback,Tailback,Offense,24,71,249,0,Rookie,USC,NA
Jay Prosch,Houston,FB,Fullback,Tailback,Offense,23,73,256,3,1-4 Yrs,Auburn,45
Karim Barton,Houston,G,Guard,Offensive Line,Offense,24,75,313,1,1-4 Yrs,Morgan State,73
Xavier Su'a-Filo,Houston,G,Guard,Offensive Line,Offense,25,76,307,3,1-4 Yrs,UCLA,71
Chad Slade,Houston,G,Guard,Offensive Line,Offense,24,77,315,2,1-4 Yrs,Auburn,62
Akeem Dent,Houston,LB,Linebacker,Front Seven,Defense,28,73,239,6,5-8 Yrs,Georgia,50
John Simon,Houston,LB,Linebacker,Front Seven,Defense,25,73,252,4,1-4 Yrs,Ohio State,51
Gerald Rivers,Houston,LB,Linebacker,Front Seven,Defense,26,74,250,2,1-4 Yrs,Ole Miss,48
Reshard Cliett,Houston,LB,Linebacker,Front Seven,Defense,24,74,222,2,1-4 Yrs,South Florida,58
Shakeel Rashad,Houston,LB,Linebacker,Front Seven,Defense,22,74,245,0,Rookie,North Carolina,NA
Brian Cushing,Houston,LB,Linebacker,Front Seven,Defense,29,75,249,8,5-8 Yrs,USC,56
Brian Peters,Houston,LB,Linebacker,Front Seven,Defense,27,75,235,2,1-4 Yrs,Northwestern (IA),52
Max Bullough,Houston,LB,Linebacker,Front Seven,Defense,24,75,249,2,1-4 Yrs,Michigan State,53
Whitney Mercilus,Houston,LB,Linebacker,Front Seven,Defense,26,76,258,5,5-8 Yrs,Illinois,59
Carlos Thompson,Houston,LB,Linebacker,Front Seven,Defense,24,76,243,2,1-4 Yrs,Ole Miss,44
Tony Washington,Houston,LB,Linebacker,Front Seven,Defense,24,76,247,1,1-4 Yrs,Oregon,49
Ryan Langford,Houston,LB,Linebacker,Front Seven,Defense,23,76,235,0,Rookie,New Mexico,NA
Benardrick McKinney,Houston,LB,Linebacker,Front Seven,Defense,23,76,246,2,1-4 Yrs,Mississippi State,55
Jadeveon Clowney,Houston,LB,Linebacker,Front Seven,Defense,23,77,266,3,1-4 Yrs,South Carolina,90
Jeff Allen,Houston,OL,Offensive Line,Offensive Line,Offense,26,76,306,5,5-8 Yrs,Illinois,71
Duane Brown,Houston,OT,Offensive Tackle,Offensive Line,Offense,30,76,303,9,9-12 Yrs,Virginia Tech,76
Chris Clark,Houston,OT,Offensive Tackle,Offensive Line,Offense,30,77,305,8,5-8 Yrs,Southern Mississippi,74
Oday Aboushi,Houston,OT,Offensive Tackle,Offensive Line,Offense,25,77,308,4,1-4 Yrs,Virginia,78
Derek Newton,Houston,OT,Offensive Tackle,Offensive Line,Offense,28,78,313,6,5-8 Yrs,Arkansas State,72
Andrew McDonald,Houston,OT,Offensive Tackle,Offensive Line,Offense,27,78,310,2,1-4 Yrs,Indiana,69
Kendall Lamm,Houston,OT,Offensive Tackle,Offensive Line,Offense,24,78,305,2,1-4 Yrs,Appalachian State,63
Arturo Uzdavinis,Houston,OT,Offensive Tackle,Offensive Line,Offense,23,78,295,0,Rookie,Tulane,NA
Jeff Adams,Houston,OT,Offensive Tackle,Offensive Line,Offense,26,79,305,3,1-4 Yrs,Columbia,70
Shane Lechler,Houston,P,Punter,Special Teams,Special Teams,39,74,237,17,13+ Yrs,Texas A&M,9
Nick Novak,Houston,PK,Place Kicker,Special Teams,Special Teams,34,72,198,9,9-12 Yrs,Maryland,8
Brandon Weeden,Houston,QB,Quarterback,QB,Offense,32,76,228,5,5-8 Yrs,Oklahoma State,5
Tom Savage,Houston,QB,Quarterback,QB,Offense,26,76,228,3,1-4 Yrs,Pittsburgh,3
Brock Osweiler,Houston,QB,Quarterback,QB,Offense,25,80,240,5,5-8 Yrs,Arizona State,17
Tyler Ervin,Houston,RB,Running Back,Tailback,Offense,22,69,192,0,Rookie,San Jose State,7
Jonathan Grimes,Houston,RB,Running Back,Tailback,Offense,26,70,209,4,1-4 Yrs,William & Mary,41
Lamar Miller,Houston,RB,Running Back,Tailback,Offense,25,70,225,5,5-8 Yrs,Miami,26
Akeem Hunt,Houston,RB,Running Back,Tailback,Offense,23,70,190,2,1-4 Yrs,Purdue,33
Kenny Hilliard,Houston,RB,Running Back,Tailback,Offense,24,71,226,1,1-4 Yrs,LSU,22
Alfred Blue,Houston,RB,Running Back,Tailback,Offense,25,74,223,3,1-4 Yrs,LSU,28
KJ Dillon,Houston,S,Safety,Defensive Back,Defense,22,72,210,0,Rookie,West Virginia,9
Quintin Demps,Houston,S,Safety,Defensive Back,Defense,31,71,208,9,9-12 Yrs,UTEP,27
Antonio Allen,Houston,S,Safety,Defensive Back,Defense,27,73,210,5,5-8 Yrs,South Carolina,20
Kurtis Drummond,Houston,S,Safety,Defensive Back,Defense,24,73,208,2,1-4 Yrs,Michigan State,40
Corey Moore,Houston,S,Safety,Defensive Back,Defense,23,74,206,1,1-4 Yrs,Georgia,43
Lonnie Ballentine,Houston,S,Safety,Defensive Back,Defense,23,75,215,3,1-4 Yrs,Memphis,39
Stephen Anderson,Houston,TE,Tight End,Tight End,Offense,23,74,215,0,Rookie,California,NA
Anthony Denham,Houston,TE,Tight End,Tight End,Offense,25,76,235,2,1-4 Yrs,Utah,81
C.J. Fiedorowicz,Houston,TE,Tight End,Tight End,Offense,24,77,265,3,1-4 Yrs,Iowa,87
Ryan Griffin,Houston,TE,Tight End,Tight End,Offense,26,78,254,4,1-4 Yrs,Connecticut,84
Eric Tomlinson,Houston,TE,Tight End,Tight End,Offense,24,78,263,1,1-4 Yrs,UTEP,83
Cecil Shorts III,Houston,WR,Wide Receiver,Wide Receiver,Offense,28,72,202,6,5-8 Yrs,Mount Union,18
Josh Lenz,Houston,WR,Wide Receiver,Wide Receiver,Offense,25,72,194,1,1-4 Yrs,Iowa State,19
Keith Mumphery,Houston,WR,Wide Receiver,Wide Receiver,Offense,24,72,215,2,1-4 Yrs,Michigan State,12
Will Fuller,Houston,WR,Wide Receiver,Wide Receiver,Offense,22,72,172,0,Rookie,Notre Dame,7
Wendall Williams,Houston,WR,Wide Receiver,Wide Receiver,Offense,25,70,185,0,Rookie,Cumberland College,NA
DeAndre Hopkins,Houston,WR,Wide Receiver,Wide Receiver,Offense,24,73,218,4,1-4 Yrs,Clemson,10
Braxton Miller,Houston,WR,Wide Receiver,Wide Receiver,Offense,23,73,204,0,Rookie,Ohio State,1
Tevin Jones,Houston,WR,Wide Receiver,Wide Receiver,Offense,23,74,216,0,Rookie,Memphis,NA
Jaelen Strong,Houston,WR,Wide Receiver,Wide Receiver,Offense,22,74,217,2,1-4 Yrs,Arizona State,11
Richard Mullaney,Houston,WR,Wide Receiver,Wide Receiver,Offense,23,75,208,0,Rookie,Alabama,NA
Matt Overton,Indianapolis,C,Center,Offensive Line,Offense,31,73,243,5,5-8 Yrs,Western Washington,45
Austin Blythe,Indianapolis,C,Center,Offensive Line,Offense,24,74,291,0,Rookie,Iowa,63
Jonotthan Harrison,Indianapolis,C,Center,Offensive Line,Offense,24,76,308,3,1-4 Yrs,Florida,72
Ryan Kelly,Indianapolis,C,Center,Offensive Line,Offense,23,76,302,0,Rookie,Alabama,70
Tay Glover-Wright,Indianapolis,CB,Cornerback,Defensive Back,Defense,24,72,175,1,1-4 Yrs,Utah State,39
Tevin Mitchel,Indianapolis,CB,Cornerback,Defensive Back,Defense,23,72,183,2,1-4 Yrs,Arkansas,43
Darius White,Indianapolis,CB,Cornerback,Defensive Back,Defense,22,72,180,0,Rookie,California,NA
Frankie Williams,Indianapolis,CB,Cornerback,Defensive Back,Defense,23,69,185,0,Rookie,Purdue,NA
Darius Butler,Indianapolis,CB,Cornerback,Defensive Back,Defense,30,70,188,8,5-8 Yrs,Connecticut,20
Vontae Davis,Indianapolis,CB,Cornerback,Defensive Back,Defense,28,71,207,8,5-8 Yrs,Illinois,21
Patrick Robinson,Indianapolis,CB,Cornerback,Defensive Back,Defense,28,71,191,7,5-8 Yrs,Florida State,25
D'Joun Smith,Indianapolis,CB,Cornerback,Defensive Back,Defense,23,71,193,2,1-4 Yrs,Florida Atlantic,30
Jalil Brown,Indianapolis,CB,Cornerback,Defensive Back,Defense,28,73,210,6,5-8 Yrs,Colorado,31
Daniel Davie,Indianapolis,CB,Cornerback,Defensive Back,Defense,22,73,185,0,Rookie,Nebraska,NA
Dezmen Southward,Indianapolis,CB,Cornerback,Defensive Back,Defense,25,74,210,3,1-4 Yrs,Wisconsin,41
Chris Milton,Indianapolis,DB,Defensive Back,Defensive Back,Defense,23,71,185,0,Rookie,Georgia Tech,NA
Ron Thompson,Indianapolis,DE,Defensive End,Front Seven,Defense,22,74,254,0,Rookie,Syracuse,NA
Kendall Langford,Indianapolis,DE,Defensive End,Front Seven,Defense,30,78,305,9,9-12 Yrs,Hampton,90
Earl Okine,Indianapolis,DE,Defensive End,Front Seven,Defense,26,78,290,1,1-4 Yrs,Florida,95
Kelcy Quarles,Indianapolis,DL,Defensive Lineman,Front Seven,Defense,24,76,294,2,1-4 Yrs,South Carolina,64
T.Y. McGill,Indianapolis,DT,Defensive Tackle,Front Seven,Defense,23,72,299,2,1-4 Yrs,NC State,67
Zach Kerr,Indianapolis,DT,Defensive Tackle,Front Seven,Defense,25,74,334,3,1-4 Yrs,Delaware,94
